names,logfoldchanges,condition
ABCE1,0.778464735,HKDC1
BZW1,0.462007046,HKDC1
ANGEL2,0.456049293,HKDC1
IPO5,0.546344578,HKDC1
CCNA2,0.43786031,HKDC1
ROCK2,0.625761867,HKDC1
MAD2L1,0.88535887,HKDC1
SMC5,0.752906561,HKDC1
CDK1,0.719206154,HKDC1
BCLAF1,0.7843436,HKDC1
HNRNPR,0.821638823,HKDC1
RBL1,0.755596519,HKDC1
DHX15,0.802487493,HKDC1
KIF11,0.659621596,HKDC1
MAK16,0.51419276,HKDC1
ANP32E,0.700189173,HKDC1
DDX18,0.840801239,HKDC1
RACGAP1,0.550780416,HKDC1
TCERG1,0.482777804,HKDC1
MAD2L1,0.790296674,MAP4K1
HMMR,0.392734975,MAP4K1
DNAJC11,-0.642527997,MAP4K1
NUP54,0.520708621,MAP4K1
KIF11,0.566468954,MAP4K1
SNRNP27,0.588374853,MAP4K1
TCERG1,0.442935228,MAP4K1
VRK1,0.58381027,MAP4K1
APOBEC3B,0.466447622,MAP4K1
SP3,0.465431273,MAP4K1
UGDH,0.240355566,MAP4K1
VDAC3,0.362043113,MAP4K1
DHX15,0.741533875,MAP4K1
CDX1,-1.017464876,MAP4K1
PPP1R2,0.631970227,MAP4K1
TMA16,0.629672289,MAP4K1
TTC37,0.679068804,MAP4K1
PNLIPRP1,-0.657904208,MAP4K1
DIMT1,0.65373683,MAP4K1
LRIF1,0.55611521,MAP4K1
RALA,0.550757289,RIPK4
EIF5,0.296246409,RIPK4
ZC3H15,0.655842841,RIPK4
NAA15,0.499983519,RIPK4
GTF2B,0.757545054,RIPK4
MKLN1,0.612378657,RIPK4
CCNL1,0.658125043,RIPK4
ESF1,0.799097419,RIPK4
CDC16,0.514333904,RIPK4
GOLGB1,0.878240407,RIPK4
GTSE1,-1.272062659,RIPK4
TAX1BP1,0.739622653,RIPK4
DYNC1I2,0.620819569,RIPK4
CDC73,0.588922918,RIPK4
POMP,0.845933795,RIPK4
DNM1L,0.272506595,RIPK4
USP3,0.416470826,RIPK4
CCNF,-2.049951315,RIPK4
DDX1,0.587650776,RIPK4
RAB7A,0.913600922,RIPK4
CLK2,-1.03098321,PIP5K1A
LAMTOR2,-0.685060918,PIP5K1A
HMGCL,-0.90617919,PIP5K1A
DNM1,-0.704547703,PIP5K1A
SPTBN4,-0.947396934,PIP5K1A
SSR2,-0.90913564,PIP5K1A
VPS39,-1.092751145,PIP5K1A
VAPB,-0.601249695,PIP5K1A
NOVA1,-0.52050072,PIP5K1A
COQ9,-0.345748514,PIP5K1A
SEC24C,-0.926002681,PIP5K1A
SFSWAP,-0.635942578,PIP5K1A
PAIP2B,-0.526721537,PIP5K1A
SZRD1,-0.697503924,PIP5K1A
DPM3,-0.787283003,PIP5K1A
RBM23,-0.453399748,PIP5K1A
MMS19,-0.689296126,PIP5K1A
BRD9,-0.804468691,PIP5K1A
SNRNP35,-0.95623076,PIP5K1A
NIPSNAP1,-0.311233699,PIP5K1A
SPART,0.511300206,GIGYF2
URI1,0.509065568,GIGYF2
CLASP2,0.669201851,GIGYF2
PTPN12,0.651043236,GIGYF2
SUCO,0.701855659,GIGYF2
NGRN,0.234455943,GIGYF2
RRN3,0.707246423,GIGYF2
PLEKHB2,0.772412777,GIGYF2
ZZZ3,0.622608364,GIGYF2
VPS41,0.744200587,GIGYF2
SRPK2,0.731964707,GIGYF2
RABGGTB,0.688676834,GIGYF2
STAMBP,0.368862212,GIGYF2
MAP4K5,0.53676337,GIGYF2
IQGAP1,0.490225762,GIGYF2
ODC1,0.560212076,GIGYF2
SMNDC1,0.27315715,GIGYF2
BECN1,0.403989196,GIGYF2
SUPT4H1,0.514017224,GIGYF2
TMCO1,0.384617239,GIGYF2
DDX10,0.439334273,FIBP
CSGALNACT2,0.754081428,FIBP
TIPARP,0.651164412,FIBP
RIPK2,0.581378937,FIBP
RNF103,0.565910995,FIBP
SMAD3,0.386245519,FIBP
CAP1,0.769026935,FIBP
CCT6A,0.602991939,FIBP
MAP1LC3B,0.610208571,FIBP
KBTBD2,0.522836447,FIBP
VPS41,0.764793992,FIBP
ADNP,0.806591094,FIBP
TM9SF2,0.583120763,FIBP
AIMP2,0.495566756,FIBP
NUP153,0.70007205,FIBP
ZNHIT6,0.575053871,FIBP
RABGGTB,0.688676834,FIBP
CCT4,0.409623057,FIBP
MIOS,0.530977011,FIBP
LARP1,0.451941013,FIBP
TOP2B,0.740285635,OBSCN
DIMT1,0.834940255,OBSCN
CDK1,0.863040924,OBSCN
HPF1,0.66536653,OBSCN
LBR,0.379930615,OBSCN
DHX15,0.971703529,OBSCN
XPO1,0.622633398,OBSCN
NUP88,0.311281711,OBSCN
OTUD4,0.80197382,OBSCN
LIN7C,0.75532496,OBSCN
DLGAP5,0.600235581,OBSCN
GOLPH3,0.560156345,OBSCN
SCN3B,-0.694968343,OBSCN
CSTF3,0.699829757,OBSCN
LUC7L3,0.623370349,OBSCN
MAPRE1,0.55010426,OBSCN
PPAT,0.885942817,OBSCN
MAD2L1,0.964850545,OBSCN
GNG10,0.653756142,OBSCN
DDX46,0.883654594,OBSCN
PLK4,-1.409062386,TNFRSF10C
PARPBP,-1.358570337,TNFRSF10C
KIF18A,-0.759818196,TNFRSF10C
NDC80,-1.408460498,TNFRSF10C
GLI2,-0.956944287,TNFRSF10C
RNASEH2B,-0.564578891,TNFRSF10C
MRPL19,-0.190740481,TNFRSF10C
NFKBIE,-0.746801555,TNFRSF10C
C5,-0.837101698,TNFRSF10C
ZMYM1,-0.671345174,TNFRSF10C
FBXO5,-0.96655494,TNFRSF10C
DSCC1,-0.833030343,TNFRSF10C
ICE2,-0.489610583,TNFRSF10C
CD207,-1.222302556,TNFRSF10C
OIP5,-0.649128795,TNFRSF10C
SOX3,-1.09235239,TNFRSF10C
ZBTB5,-0.766074955,TNFRSF10C
E2F8,-0.882205546,TNFRSF10C
CEP152,-0.802265823,TNFRSF10C
HELLS,-0.76335156,TNFRSF10C
C5,-0.836518526,TEAD1
DNA2,-0.835459769,TEAD1
OXTR,0.273702234,TEAD1
DCTD,0.424374759,TEAD1
DRAP1,0.24966985,TEAD1
ARID3A,-0.834157944,TEAD1
WDHD1,-0.93970108,TEAD1
FGB,-0.33420077,TEAD1
MVP,0.27116856,TEAD1
FGA,-0.435326844,TEAD1
ATG101,0.436477274,TEAD1
PARPBP,-0.959022939,TEAD1
PHLDA2,0.406280398,TEAD1
ZBTB6,-1.296853304,TEAD1
CLDND1,-0.849080026,TEAD1
STX4,0.23810102,TEAD1
SP4,-0.850465,TEAD1
GDAP1,-0.772537231,TEAD1
TUBB6,0.257179141,TEAD1
SUN2,0.576297581,TEAD1
CARF,-1.062251449,SPI1
NOP16,0.328627318,SPI1
YKT6,0.431479543,SPI1
TTC38,0.484086633,SPI1
SNCA,0.481536418,SPI1
TBRG4,0.399773985,SPI1
ISG15,-0.400875062,SPI1
MS4A5,-1.098400116,SPI1
HSD3B1,-0.487452298,SPI1
KLHL18,0.335215509,SPI1
NT5DC2,0.361566246,SPI1
TTC39A,-0.379339606,SPI1
ENPP1,-0.687711239,SPI1
COL2A1,-0.849273801,SPI1
PARD6B,-0.597715378,SPI1
ZBTB6,-1.157295942,SPI1
SPINK1,-0.673077226,SPI1
SUN2,0.522085667,SPI1
PLA1A,-0.475150675,SPI1
LDHAL6B,-1.030562878,SPI1
UNC5C,-1.369205832,TACSTD2
SP4,-0.984173119,TACSTD2
IDE,-0.926912248,TACSTD2
SUN2,0.611735582,TACSTD2
SMPD1,0.489620149,TACSTD2
ATG101,0.459263325,TACSTD2
MVP,0.285331994,TACSTD2
DRAP1,0.25111258,TACSTD2
POLG2,-1.112968922,TACSTD2
NSD3,-1.416512489,TACSTD2
CLDND1,-0.953042746,TACSTD2
DCTD,0.421665728,TACSTD2
GLI2,-0.87515372,TACSTD2
STX4,0.243780404,TACSTD2
TNIP1,0.273397088,TACSTD2
HAL,-3.134513378,TACSTD2
ZBTB5,-0.72438252,TACSTD2
SNCA,0.497323602,TACSTD2
FGA,-0.410698056,TACSTD2
MYCN,-1.216145039,TACSTD2
STX4,0.244806021,TCF12
IDE,-0.910447121,TCF12
SNCA,0.491011441,TCF12
MVP,0.269418418,TCF12
FGA,-0.422094256,TCF12
CLDND1,-0.875702441,TCF12
DRAP1,0.238694847,TCF12
UROD,0.470853478,TCF12
ENPP1,-0.744071484,TCF12
TUBB6,0.228097931,TCF12
QSER1,-0.904966414,TCF12
ATG101,0.505633116,TCF12
PSMD11,-0.592365801,TCF12
COL2A1,-0.770641327,TCF12
CRH,-0.549279928,TCF12
MYCN,-1.119799376,TCF12
GLI2,-0.828493893,TCF12
WDHD1,-0.791827738,TCF12
DCTD,0.418367624,TCF12
METTL16,-0.54152751,TCF12
NDC80,-1.670636773,ZEB1
KNTC1,-0.697420895,ZEB1
UBE2W,-1.472233891,ZEB1
TRIM23,-0.88757962,ZEB1
DSCC1,-0.807192266,ZEB1
PARPBP,-1.142871618,ZEB1
PKN2,-0.423631936,ZEB1
ZBTB5,-0.798204362,ZEB1
SMCHD1,-1.022713661,ZEB1
TNIP2,0.478585422,ZEB1
KLHL18,0.33635214,ZEB1
BEX1,-0.655694187,ZEB1
E2F8,-0.916624784,ZEB1
ABLIM1,0.341626018,ZEB1
PHLDA2,0.431142598,ZEB1
FGA,-0.487493098,ZEB1
C5,-0.73030746,ZEB1
TBL1XR1,-0.703133047,ZEB1
RSBN1,-1.064610481,ZEB1
WDHD1,-0.912802696,ZEB1
SIAH1,-0.708444595,TNIP1
KCNQ2,-0.500690818,TNIP1
ZBTB5,-0.814770401,TNIP1
S100A11,0.443927526,TNIP1
HRH3,-1.296776533,TNIP1
CPOX,-0.748844981,TNIP1
ZMYM1,-0.643831849,TNIP1
PTGIS,-0.413342178,TNIP1
KNTC1,-0.535553455,TNIP1
SLC38A2,-0.545415223,TNIP1
SLC4A5,-0.881091356,TNIP1
CD1B,-1.752068162,TNIP1
ITGA9,-1.260849833,TNIP1
FBLN1,-0.543755174,TNIP1
FBLN2,-0.600335121,TNIP1
MDM4,-1.254036903,TNIP1
SLC7A9,-0.601327002,TNIP1
AOC3,-0.559633613,TNIP1
SLC35G2,-0.36165607,TNIP1
EPO,-1.108080626,TNIP1
NDC80,-1.207579613,SH2D2A
MICAL1,0.452950537,SH2D2A
DCTD,0.413389206,SH2D2A
PTGS2,-0.335277796,SH2D2A
CAPG,0.232885659,SH2D2A
CCL11,-0.364356339,SH2D2A
PLK4,-0.725773931,SH2D2A
PSMA1,-0.325489253,SH2D2A
CTPS1,0.304613888,SH2D2A
PTGIS,-0.392515212,SH2D2A
GDAP1,-0.723783731,SH2D2A
PINK1,0.487717718,SH2D2A
MDM4,-1.017397761,SH2D2A
RPS29,-0.593036652,SH2D2A
YOD1,-0.602533638,SH2D2A
CENPQ,-0.577530026,SH2D2A
CARF,-0.818322122,SH2D2A
ZMYM1,-0.554405332,SH2D2A
ALDOB,-0.425937116,SH2D2A
ACSL5,-0.496310532,SH2D2A
TARBP1,0.543613553,APOL3
RPL31,0.516012311,APOL3
NDUFB2,0.33701849,APOL3
CD63,0.792842031,APOL3
RPS4X,0.518896699,APOL3
SNRPC,0.415111035,APOL3
TAF11,0.319036096,APOL3
WDR37,0.529528022,APOL3
TAPBP,0.410115808,APOL3
ZNF337,0.422266304,APOL3
HMGXB3,0.580117464,APOL3
RPL39,0.513308525,APOL3
RPRD2,0.407032818,APOL3
RPL9,0.471895754,APOL3
RPS24,0.571973801,APOL3
TCEAL4,0.167766824,APOL3
KLRK1,0.386166394,APOL3
NELFE,0.484064311,APOL3
NFS1,0.453833044,APOL3
EEF1A1,0.521967351,APOL3
IL3,-1.311846733,OLFM4
GALNT8,-1.271878362,OLFM4
RORC,-1.101269841,OLFM4
AKAP5,-1.050872207,OLFM4
N4BP2L2,0.817579031,OLFM4
BTBD1,0.388417721,OLFM4
SPAG8,-1.449095845,OLFM4
CA2,-0.691575825,OLFM4
IL1RL2,-1.112818599,OLFM4
TGM4,-1.217579961,OLFM4
ZBTB1,0.560129404,OLFM4
FGF23,-1.507755518,OLFM4
MKRN3,-1.462143779,OLFM4
S100PBP,0.831251442,OLFM4
DNAJB5,-1.943392396,OLFM4
ASB4,-1.479864478,OLFM4
CCR3,-1.100022316,OLFM4
GRIK1,-1.196407199,OLFM4
ADRA2B,-1.682821631,OLFM4
ERCC4,-1.186224222,OLFM4
SEC23A,0.45278731,PLA2G2E
ATF1,0.468230098,PLA2G2E
POLR2K,0.363588423,PLA2G2E
PCMT1,0.3381387,PLA2G2E
RNF111,0.472506583,PLA2G2E
STAM2,0.632480741,PLA2G2E
HDAC2,0.285784394,PLA2G2E
SLC30A9,0.6397416,PLA2G2E
KDELR2,0.594472289,PLA2G2E
EED,0.542098284,PLA2G2E
PLOD2,0.360079408,PLA2G2E
DONSON,0.624654591,PLA2G2E
PLXND1,-0.600980997,PLA2G2E
USP1,0.516368628,PLA2G2E
SMC4,0.347956032,PLA2G2E
ZBED5,0.686622918,PLA2G2E
NAB1,0.475581348,PLA2G2E
TRA2B,0.579997182,PLA2G2E
BNIP3L,0.361500889,PLA2G2E
PMS1,0.524664879,PLA2G2E
ATPAF2,-1.401422024,GJB1
PCBD1,-0.244413257,GJB1
PLOD1,-0.644654393,GJB1
SLC38A7,-1.283718467,GJB1
ADGRG1,-0.613155723,GJB1
FDXR,-0.723012388,GJB1
POMGNT1,-0.848552644,GJB1
CETN3,0.652046561,GJB1
POLD4,-0.853740931,GJB1
FOXN1,-1.658170938,GJB1
SIL1,-0.949356854,GJB1
MVP,-0.511825144,GJB1
LRRC41,-0.933685422,GJB1
TRA2B,0.596827865,GJB1
CYP11A1,-1.273034573,GJB1
MYO1E,-0.674511433,GJB1
NADSYN1,-0.761127174,GJB1
ETHE1,-0.779564619,GJB1
YIPF3,-1.479029417,GJB1
LTBR,-0.855797231,GJB1
RPL31,0.591326475,AQP3
RFC4,0.411051095,AQP3
RPS15A,0.573523045,AQP3
RPL27,0.502498984,AQP3
RPRD2,0.471077114,AQP3
RPS4X,0.540305853,AQP3
SRRM1,0.378555566,AQP3
FEN1,0.317885518,AQP3
RPL30,0.520971477,AQP3
RAB27A,0.577840447,AQP3
SRPRA,0.535153568,AQP3
TIPIN,0.343838245,AQP3
KANSL2,0.331572533,AQP3
DHFR,0.582807422,AQP3
SNRPD1,0.550929844,AQP3
RPL34,0.630573273,AQP3
PPIA,0.469865769,AQP3
YKT6,0.404292881,AQP3
PPP6C,0.417438865,AQP3
BAZ1B,0.420355409,AQP3
RPL31,0.539981842,ANKRD55
NDUFB2,0.33503449,ANKRD55
EXOSC2,0.328409374,ANKRD55
RPS4X,0.515703499,ANKRD55
FASTKD5,0.247799009,ANKRD55
TCEAL4,0.16991587,ANKRD55
NFS1,0.467705309,ANKRD55
EMC1,0.372261554,ANKRD55
EEF1A1,0.543073416,ANKRD55
RPLP0,0.480670065,ANKRD55
RPS24,0.562699318,ANKRD55
SLC9A8,0.46769008,ANKRD55
RPL7A,0.502694547,ANKRD55
PPIA,0.399968952,ANKRD55
DHFR,0.519875348,ANKRD55
LHPP,0.444557577,ANKRD55
SNRPC,0.413409978,ANKRD55
TARBP1,0.503777444,ANKRD55
CD63,0.685287297,ANKRD55
RPL34,0.479723543,ANKRD55
PCBD1,-0.25167045,CHAT
CYP11B1,-1.299087286,CHAT
SRSF3,0.623316169,CHAT
CUX1,-0.805804849,CHAT
FXR2,-0.755828857,CHAT
YIPF3,-1.536171794,CHAT
ABHD4,-0.857510507,CHAT
SIL1,-0.908690572,CHAT
PLEKHM2,-1.649698615,CHAT
ARAF,-0.919708431,CHAT
RPGRIP1,-0.976346254,CHAT
CYP21A2,-1.069725633,CHAT
GRIK1,-1.173110247,CHAT
FDXR,-0.633410454,CHAT
USH2A,-1.542335868,CHAT
SPSB3,-1.159701467,CHAT
TASOR,0.79957664,CHAT
SATB2,0.449180722,CHAT
TRA2B,0.597618639,CHAT
CLPTM1,-1.20469892,CHAT
TEX12,-2.562209368,DLAT
TNP2,-1.476977944,DLAT
RAVER2,-1.641579747,DLAT
GP6,-2.290392876,DLAT
FOXD3,-1.851413012,DLAT
FAM135A,-1.481039882,DLAT
ADCY10,-2.290600061,DLAT
NMBR,-2.181331873,DLAT
ZNF407,-1.725042582,DLAT
PAX4,-2.053092718,DLAT
ELOA2,-1.829858303,DLAT
SPO11,-1.58126533,DLAT
ZNF484,-1.357586145,DLAT
ZNF471,-2.131472111,DLAT
KNL1,-2.135696173,DLAT
ZNF675,-1.47079289,DLAT
POU4F3,-1.760949731,DLAT
TRPC5,-1.748381615,DLAT
PITPNM3,-1.560728669,DLAT
TEX13A,-1.680360317,DLAT
C16orf70,-1.149169803,SLC1A1
SDF2,-0.811968088,SLC1A1
SHH,-1.783109784,SLC1A1
SLC26A6,-1.084161758,SLC1A1
GRK4,-0.740796804,SLC1A1
RAPSN,-1.328313589,SLC1A1
PLS3,0.274063408,SLC1A1
TSSK1B,-1.308332801,SLC1A1
PADI4,-0.918109417,SLC1A1
EFCAB6,-1.080721617,SLC1A1
ALX4,-1.097068191,SLC1A1
PROP1,-1.189796686,SLC1A1
FOXD3,-1.454330087,SLC1A1
UPK2,-0.923064828,SLC1A1
FAM76A,-1.171028376,SLC1A1
KANSL3,-1.079377413,SLC1A1
HOXA3,-1.853307128,SLC1A1
RBMXL2,-1.347147465,SLC1A1
PCDHA5,-1.205988884,SLC1A1
PDE6A,-1.257938027,SLC1A1
E2F1,-1.443349361,RDH8
GRK4,-0.747948289,RDH8
PTCH2,-0.817131042,RDH8
SLC9A3,-1.541037083,RDH8
CETN1,-1.464801669,RDH8
HRC,-1.065263271,RDH8
TSPY1,-0.911887288,RDH8
WDR62,-1.766948581,RDH8
EHMT1,-1.355468392,RDH8
TDRKH,-0.896456599,RDH8
AVP,-1.364596009,RDH8
CABIN1,-1.068094373,RDH8
SCAP,-1.187119842,RDH8
SLC16A8,-1.362739801,RDH8
PROP1,-1.284326911,RDH8
CENPM,-0.761354148,RDH8
POU6F1,-1.0825634,RDH8
CDT1,-1.819050431,RDH8
MXD3,-1.322378635,RDH8
NPY2R,-1.111375332,RDH8
MGAT1,-0.713560224,CYP1A1
VKORC1,-0.367184401,CYP1A1
YIF1A,-0.787998557,CYP1A1
TMEM74B,-0.587095082,CYP1A1
CLK2,-0.661056161,CYP1A1
CRADD,-0.504450619,CYP1A1
POLR2H,-0.534487128,CYP1A1
GUK1,-0.66251862,CYP1A1
CBL,-0.922481656,CYP1A1
PRPF31,-0.678624034,CYP1A1
ATF6B,-0.97189033,CYP1A1
PLOD1,-0.538542032,CYP1A1
CARHSP1,-0.271597713,CYP1A1
TMEM106C,-0.584118605,CYP1A1
IGFBP3,-0.115781285,CYP1A1
PITPNM1,-0.629840195,CYP1A1
PAFAH1B3,-0.263595998,CYP1A1
EIF4EBP1,-0.690305352,CYP1A1
ARF5,-0.60003835,CYP1A1
MAP3K12,-0.51801908,CYP1A1
CCHCR1,-1.171929717,PLSCR1
ESYT1,-0.510273874,PLSCR1
MAP3K13,-0.868179023,PLSCR1
LAMTOR2,-0.594745755,PLSCR1
GTF2H4,-0.745346487,PLSCR1
AAMDC,-0.617797732,PLSCR1
TMED9,-0.989972889,PLSCR1
ACP2,-0.7019853,PLSCR1
CHD8,-0.643086195,PLSCR1
AKAP4,-1.232662559,PLSCR1
SUGP1,-1.171272159,PLSCR1
MLXIPL,-1.038352013,PLSCR1
KCNA4,-1.100999951,PLSCR1
MYDGF,-0.674140394,PLSCR1
ARHGDIG,-0.946899951,PLSCR1
PSMD9,-0.342984825,PLSCR1
NDUFA9,-0.553060412,PLSCR1
RAD54L2,-1.082938433,PLSCR1
RAB26,-0.900739014,PLSCR1
FKBPL,-0.8353948,PLSCR1
METTL16,-0.661092281,TBX2
SP1,-1.086532593,TBX2
FOXN2,-0.509293735,TBX2
TAF12,-0.727305472,TBX2
KPNA5,-0.605731726,TBX2
MAPK8,-0.997637033,TBX2
RPA4,-0.766969383,TBX2
IPO8,-0.96604538,TBX2
SMU1,-0.471990198,TBX2
ADRB3,-0.815278411,TBX2
C17orf80,-0.625284255,TBX2
FHL2,0.430039376,TBX2
CBL,-1.12027657,TBX2
SMO,-0.498298943,TBX2
HAND1,-0.59654361,TBX2
UNC5C,-0.958308518,TBX2
PLA2G1B,-0.559104323,TBX2
GCNT3,-0.181973994,TBX2
ABI2,-0.39978826,TBX2
ZNF286A,-0.450016201,TBX2
TCEAL4,0.253160268,GNAI2
RNF6,0.732541263,GNAI2
MFF,0.635439456,GNAI2
SPART,0.520931244,GNAI2
IQGAP1,0.505744517,GNAI2
ZMPSTE24,0.57778877,GNAI2
RAPGEF2,0.750654876,GNAI2
PTPN12,0.654438913,GNAI2
KPNA3,0.973693311,GNAI2
NAA15,0.520917833,GNAI2
HSPH1,0.617543221,GNAI2
OXSR1,0.710926414,GNAI2
SUPT4H1,0.533277273,GNAI2
XPO1,0.586368978,GNAI2
PSMG1,0.466144532,GNAI2
ADI1,0.522240162,GNAI2
RAB2A,0.668281198,GNAI2
CNIH1,0.448229223,GNAI2
PUM3,0.603238523,GNAI2
GSDME,0.364228576,GNAI2
MAD2L1,0.90204072,SLC3A1
TUB,-1.18167007,SLC3A1
DNAJA4,-1.700244784,SLC3A1
KPNA3,0.957178414,SLC3A1
SMC1A,0.483017802,SLC3A1
ERN1,-1.415431976,SLC3A1
CCNA2,0.453717321,SLC3A1
KIF11,0.675198019,SLC3A1
GJB4,-1.24388814,SLC3A1
TMEM106B,0.499477804,SLC3A1
USP33,0.543075323,SLC3A1
NXPH3,-1.921234965,SLC3A1
EDA2R,-0.846367717,SLC3A1
NAA15,0.496078193,SLC3A1
LBR,0.367410719,SLC3A1
THEG,-1.188946128,SLC3A1
DDX46,0.815591455,SLC3A1
CEP55,0.656511545,SLC3A1
IPO5,0.474206507,SLC3A1
TCTN2,-0.774742663,SLC3A1
EPB41L2,0.605935574,GRK5
ACSL3,0.464710712,GRK5
ZNF638,0.711862504,GRK5
RRN3,0.624214649,GRK5
RAB7A,0.948498309,GRK5
CCNT1,-1.226374388,GRK5
SPAG9,0.658095121,GRK5
ARF4,0.694018364,GRK5
KHDC4,0.411194026,GRK5
ATP6V1C1,0.713703096,GRK5
CDC16,0.543924212,GRK5
DSG2,0.538914502,GRK5
FHL2,0.673621595,GRK5
ABCC2,0.319586813,GRK5
SF3B1,0.83813417,GRK5
HSPH1,0.587230861,GRK5
FNTA,0.467996955,GRK5
PRRC2C,0.709735394,GRK5
TCTN2,-0.950784743,GRK5
OR7C2,-1.295734882,GRK5
CLIC4,0.177721813,MST1R
SH2B1,-1.190435052,MST1R
USP8,0.531124711,MST1R
STX12,0.677248895,MST1R
GTF2B,0.744720578,MST1R
DIMT1,0.717673063,MST1R
ATR,0.894045234,MST1R
CCDC90B,0.741279304,MST1R
RBM25,0.785057962,MST1R
DUSP5,0.567582428,MST1R
CLN3,-0.740115523,MST1R
LYPLA1,0.525605798,MST1R
CDK7,0.344422668,MST1R
COPS2,0.495649248,MST1R
DDX23,-0.628071487,MST1R
BIRC2,0.647706509,MST1R
FUBP3,0.50226903,MST1R
CCDC59,0.529637992,MST1R
UTP3,0.619424284,MST1R
PSMA3,0.611016393,MST1R
ASF1B,-1.340188861,FBXO7
FANCC,-1.172071934,FBXO7
RIPK2,0.518006265,FBXO7
TECR,-1.08349371,FBXO7
NDUFB7,-0.998189628,FBXO7
ATP5MF,-0.979479015,FBXO7
ICMT,-0.874553144,FBXO7
NDUFB11,-0.76055187,FBXO7
VAPB,-0.646063387,FBXO7
SSNA1,-0.832428038,FBXO7
AAAS,-1.033325791,FBXO7
ARF4,0.61820513,FBXO7
KYAT1,-0.904357672,FBXO7
THBD,0.29635796,FBXO7
BIRC5,-0.394198507,FBXO7
MECR,-1.283376455,FBXO7
HDAC6,-0.711425006,FBXO7
STX10,-1.02849555,FBXO7
VPS39,-1.056144118,FBXO7
LIMD1,-0.960145533,FBXO7
ABCE1,0.728215218,PLXNA3
DSG2,0.541247785,PLXNA3
TRAPPC8,0.75739485,PLXNA3
OTUD4,0.688400626,PLXNA3
NAA15,0.492899984,PLXNA3
ACTR3,0.814612448,PLXNA3
KHDRBS1,0.57272613,PLXNA3
DYRK1A,0.632157743,PLXNA3
TOMM70,0.531179547,PLXNA3
SRPK2,0.646865249,PLXNA3
ENOPH1,0.357960969,PLXNA3
MIOS,0.495901555,PLXNA3
HNRNPDL,0.721169174,PLXNA3
C1GALT1,0.753094316,PLXNA3
HNRNPR,0.774555027,PLXNA3
CCDC90B,0.731869102,PLXNA3
SMURF2,0.789633155,PLXNA3
STAT1,0.47126618,PLXNA3
SMC1A,0.451844782,PLXNA3
DUS4L,0.711281836,PLXNA3
MAB21L2,-0.459221691,NOX1
SYN1,-1.364980459,NOX1
NAGLU,-1.120312333,NOX1
LGI1,-1.039907575,NOX1
EHMT1,-1.283771515,NOX1
KCNJ4,-1.098020434,NOX1
GRM7,-1.24715662,NOX1
C16orf70,-1.209992886,NOX1
HTR4,-1.131021976,NOX1
ZNF385D,-1.09458375,NOX1
BSN,-1.048419595,NOX1
CRMP1,-1.178288102,NOX1
UPK2,-0.964029253,NOX1
PGP,-1.079404593,NOX1
NPY2R,-1.179059505,NOX1
SDF2,-0.793534815,NOX1
FRMPD1,-1.477306724,NOX1
PODXL2,-1.411751151,NOX1
FOXC2,-1.334872484,NOX1
TAF6L,-1.741259217,NOX1
RAB26,-0.864318073,ADAMTS5
POLD4,-0.729339838,ADAMTS5
RAD51B,-0.902114451,ADAMTS5
VGF,-0.743886411,ADAMTS5
BRF2,-0.687444091,ADAMTS5
RPS6KA1,-0.478748262,ADAMTS5
GPX4,-1.048796058,ADAMTS5
PCSK1N,-0.772382259,ADAMTS5
FOXP3,-1.04679656,ADAMTS5
PSMD13,-0.941497147,ADAMTS5
SSH3,-0.690485656,ADAMTS5
PRKACG,-1.173992753,ADAMTS5
RPN1,-0.408406019,ADAMTS5
PYGB,-0.734165251,ADAMTS5
INPP5K,-0.605295539,ADAMTS5
CELSR3,-0.545066893,ADAMTS5
LIMK1,-0.950340092,ADAMTS5
TPPP,-0.925132096,ADAMTS5
CST2,-0.569698691,ADAMTS5
POMZP3,-0.64515543,ADAMTS5
ORMDL2,-0.533122718,LTA4H
HEXA,-0.425150067,LTA4H
SNCG,-1.001082897,LTA4H
FAM50A,-0.523701251,LTA4H
TBX3,-0.203366607,LTA4H
P4HA2,-0.67647928,LTA4H
PDLIM4,-0.869304538,LTA4H
MSL3,-0.883509338,LTA4H
ABLIM3,-0.687384605,LTA4H
ADGRG1,-0.473063141,LTA4H
BBC3,-0.775863051,LTA4H
DDIT4,-0.322668582,LTA4H
CEP55,0.45361653,LTA4H
LRP10,-0.514820337,LTA4H
KLF5,-0.447915494,LTA4H
TMBIM1,-0.389147788,LTA4H
CST4,-0.231380358,LTA4H
SZRD1,-0.596683681,LTA4H
RAD51B,-0.857104897,LTA4H
PROCR,-0.368616372,LTA4H
UNC5C,-1.098257542,XRCC6
EPPIN,-0.774067402,XRCC6
LDHC,-0.73523885,XRCC6
CDC25C,-0.58260119,XRCC6
FCAR,-0.772195041,XRCC6
HIPK3,-0.7764709,XRCC6
RPS14,-0.619700789,XRCC6
RPS29,-0.554202378,XRCC6
RPS2,-0.657046378,XRCC6
RPS19,-0.466898203,XRCC6
SPAG5,-0.455734223,XRCC6
NACA,-0.536917567,XRCC6
RPL13,-0.357414573,XRCC6
KDM4D,-0.854790211,XRCC6
RPS13,-0.592121899,XRCC6
RPL11,-0.435661644,XRCC6
AFF3,-1.044440866,XRCC6
ELP4,-0.612458169,XRCC6
ARID3A,-0.702569902,XRCC6
RPL28,-0.600311875,XRCC6
